Tên,Mô tả,Mức giá,Diện tích,Loại tin đăng,Địa chỉ,Mặt tiền,Đường vào,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Pháp lý,Tên dự án,Chủ đầu tư,Quy mô,Ngày đăng,Ngày hết hạn,Mã tin,Phòng ngủ,Hướng nhà,Loại tin,url,Tỉnh,Quận/Huyện
"Căn 08 tòa Moon chung cư HDI Tây Hồ, CK lên tới 230tr, giá chỉ từ 4.8 tỷ","Tầng cao 25 - 26.3 phòng ngủ, 2 vệ sinh, 2 ban công rộng hướng Tây và Nam view Hồ Tây và đường Võ Chí Công.Giá từ 4.8 - 5.4 tỷ.1/ Chính sách bán hàng mới cập nhật tháng 10/2021.- Quà tặng từ 100 - 230 triệu tùy từng căn.- Chiết khấu 1% KH mua từ căn hộ thứ 2.- CĐT hỗ trợ vay với lãi suất 0%, 45% trong 6 tháng - 65% GTCH trong 9 tháng.Liên hệ xem căn hộ thực tế:Hotline PBH: 0944836059.",4800.0,107.0,Bán căn hộ chung cư,"Dự án Tây Hồ Residence, 68A Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",,,Tây-Nam,-1,3,2,,,Tây Hồ Residence,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,06/11/2021,13/11/2021,31319021,3 PN,Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-xuan-la-prj-tay-ho-residence/-08-toa-moon-hdi-ck-len-toi-230tr-gia-tu-4-8-ty-pr31319021,Hà Nội,Quận Tây Hồ
"Chính chủ cần tiền bán gấp căn hộ Him Lam Phú Đông full nội thất cao cấp, 2.1 tỷ. LH 0914181315","- Do cần tiền làm việc khác nên bán lại căn hộ Him Lam Phú Đông view thành phố rất đẹp, lầu thấp, nội thất cao cấp như hình, tặng kèm 3 máy lạnh vừa mua, 2 sàn gỗ cao cấp mới làm lại.- Do làm nội thất tỉ mỉ để ở nên nội thất rất đẹp.- Giá 2,1 tỷ.Liên hệ: 0914181315 A Bình.",2100.0,,Bán căn hộ chung cư,"Dự án Him Lam Phú Đông, Phường An Bình, Dĩ An, Bình Dương",,,,-1,-1,-1,"Nội thất cao cấp như hình. Tặng kèm 3 máy lạnh vừa mua, 2 sàn gỗ cao cấp",,Him Lam Phú Đông,Công ty CP Him Lam,"Gồm căn hộ cao cấp, nhà phố liên kế và nhà phố thương mại",06/11/2021,13/11/2021,17683655,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-phuong-an-binh-prj-him-lam-phu-dong/chinh-chu-tien-ban-gap-full-noi-that-cao-cap-3-may-lanh-lh-0914181315-pr17683655,Bình Dương,Thành phố Dĩ An
"Chung cư Chính Kinh cạnh Royal City, 1PN - 3PN, full đồ, ở ngay, sổ hồng vĩnh viễn","1. Vị trí chung cư Chính Kinh - Royal City.Tòa nhà chung cư chính kinh tọa lạc ngay gần TTM Royal City, quận Thanh Xuân, đường vào rộng rãi, có bãi gửi ô tô cách 100m, khu vực dân trí cao.Gần ngã tư sở, nguyễn trãi, vũ tông phan. Khương đình, đặc biệt, gần các trường đại học lớn như, ĐH Y, HV Ngân Hàng, Đh Khoa Học Và Nhân Văn, Đh Kiến Trúc... Giao thông đi lại rất thuận tiện.2, Diện tích và giá bán căn hộ Chính Kinh Royal City.CH 1 phòng ngủ, 33m2, 760tr.CH 2 phòng ngủ, 48m2, 1,220tr.CH 3 phòng ngủ 56m2, 1.390tr.3. Nội thất.Chung cư được trang bị đầy đủ nội thất được nhập khẩu từ châu âu, thang máy, thang bộ, PCCC đạt tiêu chuẩn, bảo vệ 24/24.4. Pháp lý.- Đảm bảo tính pháp lý của căn hộ theo quy định của pháp luật. - Cam kết tách sổ hồng đồng sở hữu mỗi hộ. Hình ảnh thực tế căn hộ. Liên hệ đại diện duy nhất chủ đầu tư.",730.0,35.0,Bán căn hộ chung cư,"Phố Chính Kinh, Thanh Xuân, Hà Nội",,,,-1,1,-1,,,,,,06/11/2021,13/11/2021,30513333,1 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-pho-chinh-kinh-5/-canh-royal-city-1pn-3pn-full-do-o-ngay-so-hong-vinh-vien-pr30513333,Hà Nội,Quận Thanh Xuân
"Cần nhà cấp 4 hẻm 2,5 m đường Nam kỳ Khởi Nghĩa hướng Tây Nam, phường Thắng Tam Tp Vũng Tàu","Cần nhà cấp 4 hẻm 2,5m đường Nam Kỳ Khởi Nghĩa, hướng Tây Nam, phường Thắng Tam Tp Vũng Tàu, vị trí cách đường 200m, hẻm thông ra Trương Công Định, gần chợ, khu Bình Dân Lao Động, DT 65m2 thổ cư 100%. Giá bán 2 tỷ 650 tr có thương lượng.Quý khách có nhu cầu xin liên hệ 0903901409 + 0908275552.Vp Nhà Đất Lannguyen - 78 B7 Trương Công Định P3 Tp Vũng Tàu.",2650.0,65.0,Bán nhà riêng,"Đường Nam Kỳ Khởi Nghĩa, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",4.0,2.0,Tây-Bắc,1,2,1,Nội thất cơ bản.,,,,,06/11/2021,13/11/2021,31316466,2 PN,Tây-Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-nam-ky-khoi-nghia-phuong-thang-tam/can-cap-4-hem-2-5-m-duonhf-huong-tay-tp-vung-tau-pr31316466,Bà Rịa-Vũng Tàu,Thành phố Vũng Tàu
"Cần bán khách sạn mặt phố Hàng Bông, Hoàn Kiếm. DT 120m2 x 8 tầng vị trí cách bờ hồ 50m, KD sầm uất","Gia đình cần bán khách sạn mặt phố Hàng Bông, Quận Hoàn Kiếm Hà Nội.- Diện tích 120m2 x 8 tầng. Thang máy (Nở hậu).- Vị trí nhà nằm đoạn đẹp nhất phố Hàng Bông, vỉa hè rộng và gần sát bờ hồ Hoàn Kiếm.- Nhà thiết kế 22 phòng khách sạn full nội thất cao cấp, theo tiêu chuẩn khách sạn 4*. Hiện tại Khách Sạn vẫn đang hoạt động bình thường.- Sổ đỏ chính chủ, 1 sổ, 1 chủ. Gia đình thiện chí bán, sang tên ngay.- Nhà đã có Hoàn công tài sản gắn liền trên đất và phòng cháy chữa cháy đầy đủ.* Liên hệ trực tiếp Anh Khâm, chị Mỹ: 0966.886.928, 084.699.8888.* Miễn trung gian, không tiếp môi giới, báo QC, xin cảm ơn.",67000.0,120.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Phố Hàng Bông, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",,,,8,-1,-1,,,,,,06/11/2021,13/11/2021,29189017,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-pho-hang-bong-phuong-hang-gai/can-ban-khach-san-hoan-kiem-dt-120m2-x-8tang-vi-tri-cach-bo-ho-50m-kd-sam-uat-pr29189017,Hà Nội,Quận Hoàn Kiếm
Sàn Nam Phong Land bán đất nền KDC Sài Gòn Village,"Sàn Nam Phong Land (lô số A1 - 38 ngay cổng số đường số 5).Chuyên nhận mua bán kí gửi và tư vấn về đất nền, xây dựng, ngân hàng tại dự án Sài Gòn Village và TNT Thái Sơn.Quý khách có nhu cầu vui lòng liên hệ: 0907228994 Phong.Sự hài lòng của khách hàng là niềm vui của chúng tôi!",1700.0,80.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Sài Gòn Village, Xã Long Hậu, Cần Giuộc, Long An",,,,-1,-1,-1,,,Sài Gòn Village,Công ty TNHH SX – KD Hai Thành,Gồm 1700 nền đất,06/11/2021,13/11/2021,29645372,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-xa-long-hau-prj-sai-gon-village/san-nam-phong-land-nhan-mua-ban-ki-gui-va-tu-van-kdc-village-pr29645372,Long An,Huyện Cần Giuộc
"Bán nhà mặt đường, phố Minh Khai, Bạch Mai, KD Sầm Uất, 60m2 x 5 tầng, giá 21,5 tỷ","Vị trí trung tâm đẹp nhất tuyến phố Bạch Mai, nối thông Phố Huế thích hợp kinh doanh đủ các loại hình: Ngân Hàng, bệnh viện thẩm mỹ, trung tâm giáo dục, phòng khám, thời trang, hiện gia đình đang cho thuê kinh doanh 50tr/tháng.Nhà xây khung bê tông, móng cọc chắc chắn. Thiết kế hiện đại thông sàn, và hố chờ thang máy, nội thất trong nhà ngoại nhập, sang trọng, đẳng cấp, thời thượng.- Vị trí đẹp, ngay ngã tư Bạch Mai - Phố Huế tiềm năng kinh doanh cao, giao thông đi lại thuận tiện, tiện ích đầy đủ.- Sổ đỏ chính chủ, pháp lý rõ ràng.Giá bán: 21.5 tỷ (có thương lượng).",21500.0,60.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",,,,5,4,5,Full,Sổ đỏ,,,,06/11/2021,13/11/2021,31319019,4 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-minh-khai-phuong-minh-khai/ban-bach-mai-kd-sam-uat-60m2-x5-tang-gia-21-5-ty-pr31319019,Hà Nội,Quận Hai Bà Trưng
"Bán nhanh BT Hải Âu 01 - 115 hướng ĐB, 368m2 đất, XD 571.4m2 mặt hồ vip view thoáng đẹp, 55.9 tỷ","- Thông tin lô biệt thự căn góc mặt hồ khu Hải Âu 01 KĐT Vinhomes Ocenpark.HA01 - 115 hướng ĐB, diện tích đất 368m2 diện tích xây dựng 571.4m2 diện tích XD mỗi sàn 145m2, đơn lập xây thô 4 tầng, đường rộng 20m thoáng đẹp, mặt tiền 16m sâu 23m căn góc VIP view giữa biển hồ nước ngọt 24.5ha cạnh vườn hoa và quảng trường trung tâm, khu có an ninh tốt gần bể bơi, trung tâm thương mại Vincom, công viên và khu liên hợp thể thao.Đặc biệt tiểu khu được phép kinh doanh có chỗ đỗ xe thoải mái.Bán lại giá 55.9 tỷ nét.Ai có nhu cầu LH: Mr Vũ Phương 0961548888.",55900.0,368.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",16.0,20.0,,4,-1,-1,,,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,"2.300 căn biệt thự, 66 tòa căn hộ",06/11/2021,13/11/2021,31170401,,Đông-Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-nhanh-bt-hai-au-01-115-huong-db-368m2-dat-xd-571-4m2-mat-ho-vip-view-thoang-dep-55-9-ty-pr31170401,Hà Nội,Huyện Gia Lâm
"Chính chủ bán nhanh CH Q7 SaiGon Riverside 2PN rẻ nhất thị trường, miễn phí 1 năm PQL LH 0906360234","Chính chủ tôi mới mua căn hộ 2 phòng ngủ 2WC ban công hướng nam view nội khu thuộc dự án Q7 SaiGon Riverside. Hiện tại dự án đã cất nóc dự kiến Quý 4/2021 nhận nhà.Diện tích; 53m2 1PN.Diện tích; 66,66m2, 2PN 2WC, tầng trung view đẹp. Thiết kế căn hộ thông minh Smarthome.Do kẹt vốn bán nhanh trong tuần giá 1 tỷ 866 triệu. Tặng 1 năm phí quản lý, full nội thất. Thương lượng trực tiếp chính chủ 0906360234 Ms Nguyên. Call - Zalo - Viber. Miễn tiếp môi giới. Cam kết đang giá thật.",1866.0,53.0,Bán căn hộ chung cư,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,,Nam,-1,1,1,Tặng bộ nội thất bếp cao cấp thương hiệu Malloca của Châu Âu. Tặng full bộ thiết bị vệ sinh cao cấp thương hiệu ToTo Nhật Bản.,Sổ hồng sở hữu lâu dài,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,4 tòa cao 34 tầng gồm 3580 căn hộ,06/11/2021,13/11/2021,27675977,1 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/ban-gap-ch-s2-07-view-cau-my-2pn-2wc-re-nhat-thi-truong-lh-0906360234-pr27675977,Hồ Chí Minh,Quận 1
"Nhà xây mới, chỉ 1.8 tỷ, Quang Lãm, Phú Lương, Hà Đông, 0985883329","Nhà xây mới, chỉ 1.8 tỷ, Quang Lãm, Phú Lương, Hà Đông, 0985883329.* Diện tích 35m2.* Mặt tiền 3,5m.* Hướng Tây Tứ Mệnh. Hai mặt thoáng.* Nhà mới xây dựng 4 tầng:+ Tầng 1: Phòng khách + bếp.+ Tầng 2 - 3: Phòng ngủ + WC.+ Tầng 4: Phòng thờ và sân phơi.* Vị trí: Nằm trên con phố Xốm buôn bán sầm uất, trường CĐ Kinh Tế Kĩ Thuật Thương Mại, gần đại học Đại Nam, THPT Trần Hưng Đạo và trường mầm non tư thục và công lập, giao thông thuận tiện.* Nội thất: Nội thất được trang bị cơ bản: Hệ thống cửa chính 2 lớp (cửa sắt, cửa gỗ Lim), cửa thông phòng gỗ Lim, cửa sổ, cửa vệ sinh cửa nhựa lõi thép, trần thạch cao, thiết bị vệ sinh Linax, tủ bếp gỗ, tay vịn gỗ, bậc cầu thang đá đen, gạch lát sàn Viglacera. Thiết bị điện Trần Phú, đầu chờ internet, truyền hình cáp, nóng lạnh, điều hòa.* Giá bán: 1.8 tỷ. Có thương lượng nhẹ. Bao phí sang tên.Ngọc Liên: 0985883329.",1800.0,35.0,Bán nhà riêng,"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",3.5,2.5,Tây-Nam,4,3,3,"Nội thất được trang bị cơ bản: Hệ thống cửa chính 2 lớp (cửa sắt, cửa gỗ Lim), cửa thông phòng gỗ Lim, cửa sổ, cửa vệ sinh cửa nhựa lõi thép, trần thạch cao, thiết bị vệ sinh Linax, tủ bếp.",,,,,06/11/2021,13/11/2021,31192147,3 PN,Tây-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-quang-lam-phuong-phu-lam-1/-xay-moi-chi-1-8-ty-luong-ha-dong-0985883329-pr31192147,Hà Nội,Quận Hà Đông
"Bán đất dịch vụ Vân Canh Hoài Đức, DT 75m2 MT 6.2m, vị trí đắc địa, thanh khoản nhanh, giá ưu đãi","- Cần bán đất dịch vụ Vân Canh, Hoài Đức, Hà Nội.- DT: 75m2, MT 6.2m.- Đường trước mặt 9m.- Vị trí rất đắc địa, nằm ngay sát đường Lê Trọng Tấn và đường Trần Hữu Dực kéo dài từ Mỹ Đình xuống, liền kề với các khu đô thị, An Lạc, Vân Canh HUD, khu khu đô thị Đại Học Vân Canh, khu đô thị Hoàng Kim của Vincom, khu đô thị Xuân Phương, khu đô thị Vườn Cam.- Sổ đỏ chính chủ.- Có hỗ trợ vay ngân hàng.- Liên hệ 0375465884.",5325.0,75.0,Bán đất,"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",6.2,9.0,,-1,-1,-1,,Có sổ.,,,,06/11/2021,13/11/2021,31202862,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-duong-van-canh-xa-van-canh-1/ban-dich-vu-hoai-duc-dt-75m2-mt-6-2m-vi-tri-dac-dia-thanh-khoan-nhanh-gia-uu-dai-pr31202862,Hà Nội,Huyện Hoài Đức
"Chính chủ cần bán căn hộ 04 - tòa Spring - chung cư GoldSeason - giá 2,65 tỷ có thương lượng","Do tôi muốn chuyển lên căn hộ rộng hơn nên muốn bán gấp căn hộ.Căn hộ gồm 2PN + 2VS.Cửa TB, ban công ĐN.Nội thất cơ bản chủ đầu tư.Tôi muốn bán gấp nên muốn nhượng lại căn hộ với giá 2,65 tỷ, có thương lượng thêm.Liên hệ xem nhà: 0329674999 - Em Toán.",2650.0,65.7,Bán căn hộ chung cư,"Dự án GoldSeason, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",,,Đông-Nam,-1,2,2,,Sổ đỏ.,GoldSeason,,4 khối nhà cao 35 tầng,06/11/2021,13/11/2021,27148281,2 PN,Tây-Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-goldseason/chinh-chu-ban-10-toa-spring-gia-2-2-ty-co-thuong-luong-pr27148281,Hà Nội,Quận Thanh Xuân
"Bán nhà Nguyễn Cơ Thạch, 65m2, gara ô tô, 7 tầng thang máy, 10.2 tỷ","Bán nhà Nguyễn Cơ Thạch, 65m2, gara ô tô, 7 tầng thang máy, 10.2 tỷ.Vị trí trung tâm quận Nam Từ Liêm, ngay gần Quận ủy, kề Vinhomes, phù hợp kinh doanh spa, thẩm mỹ, văn phòng KDOL, IT...+ Giao thông vô cùng thuận tiện, ô tô tránh, kết nối trục đường Nguyễn Cơ Thạch, Hồ Tùng Mậu, Hàm Nghi, Lê Đức Thọ - Nguyễn Hoàng..+ Nhà thiết kế 7 tầng, thang máy. Nhà ở sướng có các phòng chức năng tiện nghi, đẳng cấp. Thiết kế tùy vào mục đích của chủ nhà, như hiện tại:- Tầng 1: Chủ nhà để 2 xe ô tô và vài xe máy.- Tầng 2: Gồm bếp và phòng khách, tất cả các phòng đều khép kín.- Tầng 3 - 6: Gồm 8 phòng khép kín.- Tầng 8: Lợp mái tôn 2 bên làm sân phơi và sân tập thể dục.Sổ đỏ vuông vắn, pháp lý sạch.Lh: 0364394520.",10200.0,65.0,Bán nhà riêng,"Đường Nguyễn Cơ Thạch, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",,,,7,8,10,,Sổ đỏ/ Sổ hồng.,,,,06/11/2021,16/11/2021,31315419,8 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-nguyen-co-thach-thi-tran-cau-dien/ban-65m2-gara-oto-7-tang-thang-may-10-2-ty-pr31315419,Hà Nội,Quận Bắc Từ Liêm
"Căn góc 3 ngủ Học Viện Kỹ Thuật Quân Sự - 60 Hoàng Quốc Việt, 107m2, full nội thất. Giá bán 36tr/m2","Cần bán căn hộ gia đình đang ở tại chung cư Học Viện Kỹ Thuật Quân Sự ở địa chỉ 60 Hoàng Quốc Việt, thuộc phường Nghĩa Đô, quận Cầu Giấy, Hà Nội. Thông tin như sau:Căn hộ tổng diện tích 107m2.Thiết kế 3 phòng ngủ, phòng khách, bếp, và 2 logia thông thoáng, bố trí hợp lý.Hiện tại, căn hộ đã được làm nội thất và trang bị đầy đủ các thiết bị cần thiết cho căn hộ, người mua chỉ việc chuyển tới và ở.Giá bán 36tr/m2 có thương lượng, bao gồm toàn bộ giá trị căn hộ, phí bảo trì, nội thất và các thiết bị liên quan tới căn hộ. Sổ hồng chính chủ đảm bảo mua bán đúng chủ sở hữu.Liên hệ trực tiếp: 0964754393.",3852.0,107.0,Bán căn hộ chung cư,"Dự án Chung cư 60 Hoàng Quốc Việt, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",,,,-1,3,2,Nội thất đầy đủ,Sổ hồng chính chủ,Chung cư 60 Hoàng Quốc Việt,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,"Tòa nhà cao 25 tầng, trong đó có 4 tầng văn phòng và dịch vụ",06/11/2021,13/11/2021,30885373,3 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-nghia-do-1-prj-chung-cu-60-hoang-quoc-viet/-goc-3-ngu-hoc-vien-ky-thuat-quan-su-60-107m2-full-noi-that-gia-ban-36tr-m2-pr30885373,Hà Nội,Quận Cầu Giấy
"Bán lô Nam Việt Á - Nước Mặn 7 - 125m2 giá chỉ 3,85 tỷ, hướng Tây tứ trạch. LH: 0705252630","Cần bán nhanh lô đất - Khu Nam Việt Á.- Đường Nước Mặn 7.- Diện tích 125m2 (5m x 25m).- Giá 3,85 tỷ - hướng Tây tứ trạch.- Khu dân trí cao, gần trung tâm, bệnh viện, siêu thị. Gần sông Hàn thoáng mát thích hợp nghỉ dưỡng và đầu tư lâu dài.Liên hệ biết thêm thông tin 0705252630 - Mr Dũng.",3850.0,125.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Nước Mặn 7, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",5.0,,,-1,-1,-1,,,Khu đô thị Nam Cầu Tuyên Sơn,Công ty CP Đầu tư Xây dựng và Phát triển hạ tầng Nam Việt Á,,06/11/2021,13/11/2021,30234006,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-duong-nuoc-man-7-phuong-khue-my-prj-khu-do-thi-nam-cau-tuyen-son/ban-lo-viet-a-125m2-gia-chi-3-85-ty-huong-tay-tu-trach-lh-0705252630-pr30234006,Đà Nẵng,Quận Ngũ Hành Sơn
"Bán cặp HA02 - 135 HA03 - 128 hướng ĐN ĐB, 502.5m2 đất, XD 250m2/sàn lô vip view mặt hồ, 75.5 tỷ","- Gia đình tôi ở không hết có nhu cầu bán lại lô góc view hồ khu Hải Âu KĐT Vinhomes Ocenpark.HA02 - 135 HA03 - 128 hướng ĐN ĐB, tổng diện tích hai lô đất 502.5m2 diện tích xây dựng mỗi sàn 250m2, đơn lập xây thô 4 tầng, đường rộng 22m thoáng đẹp, mặt tiền 13m sâu 40m căn góc VIP view ra hồ nước ngọt 24.5ha, khu có an ninh tốt cạnh quảng trường và TTTM Vincom, công viên và khu liên hợp thể thao.Đặc biệt tiểu khu được phép kinh doanh có chỗ đỗ xe thoải mái.Bán lại giá 75.5 tỷ có gia lộc chút ít.Ai có nhu cầu LH: Mr Vũ Phương 0961548888.",75500.0,502.5,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 02, Xã Dương Xá, Gia Lâm, Hà Nội",13.0,22.0,,4,-1,-1,,,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,"2.300 căn biệt thự, 66 tòa căn hộ",06/11/2021,13/11/2021,31170880,,Đông-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-hai-au-02-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-cap-ha02-135-ha03-128-huong-dn-db-502-5m2-dat-xd-250m2-san-lo-vip-view-mat-ho-75-5-ty-pr31170880,Hà Nội,Huyện Gia Lâm
"Bán nhà phân lô quân đội Ngõ 28B Điện Biên Phủ, Ba Đình, DT 80m2 x 4T, MT 4,2m, Ôtô 7 chỗ vào nhà","Gia đình cần bán nhà ngõ 28b Điện Biên Phủ, Ba Đình, Hà Nội.- DT 80m2 x 4T, MT 4,2m (Nở hậu).- Vị trí nhà phân lô quân đội cao cấp, thoáng mát yên tĩnh, dân trí cao, an ninh cực tốt.- Nhà cách mặt phố Điện Biên Phủ 50m, Ô tô 7 chỗ vào nhà, đã có gara ô tô đầy đủ.- Nhà xây 4 tầng khung cột kiên cố chắc chắn, móng lên thêm tầng thoải mái.- Gia đình thiện chí bán.* Liên hệ trực tiếp Anh Khâm, chị Mỹ: 084.699.8888, 0966.886.928.* Miễn trung gian, báo đài, không tiếp môi giới, xin cảm ơn.",16800.0,80.0,Bán nhà riêng,"Ngõ 28B, Đường Điện Biên Phủ, Phường Điện Biên, Ba Đình, Hà Nội",4.2,,,4,-1,-1,,"Sổ đỏ chính chủ, vuông vắn.",,,,06/11/2021,13/11/2021,27274935,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-dien-bien-phu-phuong-dien-bien/ban-khu-phan-lo-quan-doi-ngo-28-ba-dinh-dt-80m2-x-4t-mt-4-2m-oto-7-cho-vao-pr27274935,Hà Nội,Quận Ba Đình
